timestamp,attack_type,source_ip,target_port
2026-06-16 10:29:20,SQL Injection,10.10.3.18,8080
2026-06-16 10:29:26,XSS,10.10.1.23,443
2026-06-16 10:30:18,DDoS,203.0.113.10,25
2026-06-16 10:30:24,Brute Force,10.10.3.26,80
2026-06-16 10:30:34,SQL Injection,10.10.3.11,443
2026-06-16 10:31:49,SQL Injection,10.10.7.13,80
2026-06-16 10:33:33,Brute Force,10.10.3.13,80
2026-06-16 10:34:27,Port Scan,203.0.113.77,80
2026-06-16 10:35:06,SQL Injection,198.51.100.23,8080
2026-06-16 10:39:05,XSS,10.10.2.33,80
2026-06-16 10:39:28,Port Scan,10.10.1.24,443
2026-06-16 10:40:33,XSS,10.10.2.10,80
2026-06-16 10:40:49,SQL Injection,198.51.100.23,443
2026-06-16 10:41:52,SQL Injection,10.10.3.31,80
2026-06-16 10:42:39,Directory Traversal,10.10.4.31,443
2026-06-16 10:42:41,DDoS,203.0.113.10,443
2026-06-16 10:45:16,DDoS,10.10.2.15,22
2026-06-16 10:45:32,Port Scan,203.0.113.77,80
2026-06-16 10:46:29,Brute Force,10.10.5.13,80
2026-06-16 10:47:17,Port Scan,10.10.7.16,22
2026-06-16 10:48:07,Brute Force,10.10.2.16,3389
2026-06-16 10:48:09,DDoS,203.0.113.10,3306
2026-06-16 10:48:44,DDoS,10.10.5.17,22
2026-06-16 10:50:18,Port Scan,203.0.113.77,8080
2026-06-16 10:50:32,SQL Injection,198.51.100.23,3306
2026-06-16 10:51:03,DDoS,203.0.113.10,25
2026-06-16 10:51:39,SQL Injection,10.10.1.24,3389
2026-06-16 10:51:43,Credential Stuffing,10.10.2.22,3389
2026-06-16 10:51:55,Port Scan,203.0.113.77,80
2026-06-16 10:53:17,Brute Force,192.0.2.44,3306
2026-06-16 10:54:42,Port Scan,10.10.1.29,443
2026-06-16 10:55:11,Brute Force,10.10.4.24,443
2026-06-16 10:55:43,Brute Force,10.10.6.14,443
2026-06-16 10:56:40,SQL Injection,10.10.6.13,80
2026-06-16 10:57:22,SQL Injection,198.51.100.23,443
2026-06-16 10:57:29,Port Scan,10.10.4.34,80
2026-06-16 10:58:27,SQL Injection,203.0.113.77,80
2026-06-16 10:59:25,SQL Injection,198.51.100.23,443
2026-06-16 10:59:51,XSS,10.10.3.12,443
2026-06-16 11:00:34,Port Scan,10.10.7.11,3306
2026-06-16 11:00:36,SQL Injection,198.51.100.23,22
2026-06-16 11:00:55,Port Scan,203.0.113.77,443
2026-06-16 11:00:55,Port Scan,10.10.5.23,80
2026-06-16 11:02:29,Port Scan,203.0.113.77,3306
2026-06-16 11:03:40,XSS,10.10.3.16,443
2026-06-16 11:04:44,SQL Injection,10.10.1.30,443
2026-06-16 11:04:46,DDoS,198.51.100.23,80
2026-06-16 11:04:58,XSS,10.10.4.30,8080
2026-06-16 11:05:40,SQL Injection,10.10.3.24,80
2026-06-16 11:05:46,Port Scan,10.10.1.13,25
2026-06-16 11:07:49,Brute Force,10.10.6.33,80
2026-06-16 11:08:09,DDoS,203.0.113.10,443
2026-06-16 11:10:19,SQL Injection,198.51.100.23,3389
2026-06-16 11:10:35,Credential Stuffing,10.10.2.13,80
2026-06-16 11:10:55,DDoS,10.10.6.19,443
2026-06-16 11:12:17,SQL Injection,10.10.7.23,8080
2026-06-16 11:13:29,DDoS,203.0.113.10,443
2026-06-16 11:15:28,DDoS,10.10.7.27,80
2026-06-16 11:17:11,Port Scan,10.10.5.11,3306
2026-06-16 11:17:25,Brute Force,192.0.2.44,3389
2026-06-16 11:17:35,Port Scan,10.10.7.23,443
2026-06-16 11:20:06,Port Scan,10.10.1.11,443
2026-06-16 11:21:23,Credential Stuffing,10.10.6.31,80
2026-06-16 11:21:48,Port Scan,203.0.113.77,21
2026-06-16 11:22:35,Port Scan,203.0.113.77,22
2026-06-16 11:23:41,SQL Injection,10.10.1.15,3389
2026-06-16 11:23:55,Brute Force,10.10.7.32,80
2026-06-16 11:25:58,Brute Force,10.10.1.34,3389
2026-06-16 11:26:22,Brute Force,192.0.2.44,22
2026-06-16 11:26:47,Port Scan,203.0.113.77,80
2026-06-16 11:26:53,DDoS,203.0.113.10,3306
2026-06-16 11:27:08,Brute Force,10.10.7.34,443
2026-06-16 11:27:14,Port Scan,10.10.1.19,3306
2026-06-16 11:27:24,SQL Injection,198.51.100.23,3389
2026-06-16 11:28:50,DDoS,203.0.113.10,3306
2026-06-16 11:28:57,Brute Force,10.10.5.24,8080
2026-06-16 11:29:07,DDoS,10.10.6.31,25
2026-06-16 11:29:12,SQL Injection,198.51.100.23,80
2026-06-16 11:30:00,DDoS,203.0.113.10,443
2026-06-16 11:30:40,DDoS,10.10.6.33,443
2026-06-16 11:32:04,DDoS,10.10.3.34,22
2026-06-16 11:32:33,DDoS,10.10.6.25,3306
2026-06-16 11:33:10,SQL Injection,198.51.100.23,80
2026-06-16 11:33:39,DDoS,203.0.113.10,80
2026-06-16 11:33:45,XSS,10.10.6.15,443
2026-06-16 11:33:50,Malware Upload,10.10.2.23,3306
2026-06-16 11:33:56,Brute Force,10.10.5.30,443
2026-06-16 11:34:01,SQL Injection,198.51.100.23,21
2026-06-16 11:35:12,Port Scan,10.10.3.16,3389
2026-06-16 11:35:57,DDoS,10.10.3.19,443
2026-06-16 11:35:59,Port Scan,10.10.1.11,3306
2026-06-16 11:36:13,Brute Force,10.10.1.10,3306
2026-06-16 11:37:36,DDoS,10.10.3.27,3306
2026-06-16 11:38:05,SQL Injection,10.10.5.11,3306
2026-06-16 11:40:25,DDoS,10.10.6.27,443
2026-06-16 11:40:28,XSS,10.10.3.16,80
2026-06-16 11:41:24,SQL Injection,198.51.100.23,22
2026-06-16 11:41:41,Port Scan,203.0.113.77,443
2026-06-16 11:43:01,XSS,10.10.7.30,80
2026-06-16 11:43:23,Port Scan,10.10.7.20,3389
2026-06-16 11:44:48,SQL Injection,198.51.100.23,443
2026-06-16 11:46:22,SQL Injection,198.51.100.23,22
2026-06-16 11:46:54,SQL Injection,10.10.2.20,22
2026-06-16 11:47:25,DDoS,203.0.113.10,8080
2026-06-16 11:47:52,Brute Force,10.10.5.30,21
2026-06-16 11:47:56,DDoS,10.10.6.34,8080
2026-06-16 11:50:13,SQL Injection,10.10.7.15,443
2026-06-16 11:50:54,Brute Force,10.10.7.23,443
2026-06-16 11:52:02,Brute Force,192.0.2.44,8080
2026-06-16 11:53:12,Port Scan,10.10.6.28,5432
2026-06-16 11:53:47,SQL Injection,198.51.100.23,443
2026-06-16 11:53:49,DDoS,10.10.2.14,3306
2026-06-16 11:54:56,Port Scan,10.10.5.22,80
2026-06-16 11:55:56,SQL Injection,10.10.6.19,3306
2026-06-16 11:57:43,Port Scan,203.0.113.77,3306
2026-06-16 11:58:34,Port Scan,203.0.113.77,443
2026-06-16 11:58:59,SQL Injection,10.10.3.33,80
2026-06-16 12:00:00,SQL Injection,10.10.2.29,8080
2026-06-16 12:00:20,DDoS,203.0.113.10,443
2026-06-16 12:01:28,Credential Stuffing,10.10.6.29,8080
2026-06-16 12:01:47,Port Scan,10.10.5.32,8080
2026-06-16 12:03:10,Brute Force,10.10.5.32,8080
2026-06-16 12:03:43,DDoS,203.0.113.10,8080
2026-06-16 12:03:50,DDoS,10.10.2.21,443
2026-06-16 12:04:03,Directory Traversal,10.10.2.26,3389
2026-06-16 12:05:41,DDoS,203.0.113.10,80
2026-06-16 12:05:41,SQL Injection,198.51.100.23,22
2026-06-16 12:06:02,DDoS,10.10.6.12,3306
2026-06-16 12:06:19,DDoS,10.10.6.16,3306
2026-06-16 12:07:45,Port Scan,10.10.1.21,443
2026-06-16 12:07:46,Directory Traversal,10.10.1.26,3306
2026-06-16 12:09:28,Brute Force,10.10.5.24,22
2026-06-16 12:09:32,SQL Injection,10.10.7.17,8080
2026-06-16 12:09:40,Port Scan,10.10.5.18,80
2026-06-16 12:09:57,DDoS,10.10.2.13,3389
2026-06-16 12:10:08,SQL Injection,198.51.100.23,80
2026-06-16 12:10:13,Port Scan,203.0.113.77,443
2026-06-16 12:10:43,Port Scan,203.0.113.77,80
2026-06-16 12:10:55,Brute Force,10.10.2.21,3389
2026-06-16 12:12:10,Port Scan,10.10.3.12,443
2026-06-16 12:12:17,Brute Force,10.10.5.21,443
2026-06-16 12:12:44,Credential Stuffing,10.10.3.16,80
2026-06-16 12:12:44,DDoS,203.0.113.10,80
2026-06-16 12:13:07,Port Scan,10.10.3.14,3306
2026-06-16 12:13:15,Port Scan,203.0.113.77,443
2026-06-16 12:15:42,Port Scan,10.10.2.14,80
2026-06-16 12:16:01,Brute Force,192.0.2.44,443
2026-06-16 12:17:51,Directory Traversal,10.10.5.10,22
2026-06-16 12:20:23,Brute Force,10.10.3.21,8080
2026-06-16 12:20:49,SQL Injection,10.10.7.26,443
2026-06-16 12:22:58,Credential Stuffing,10.10.4.19,8080
2026-06-16 12:23:07,SQL Injection,10.10.5.12,443
2026-06-16 12:23:39,Port Scan,10.10.4.19,443
2026-06-16 12:24:32,Brute Force,10.10.4.17,80
2026-06-16 12:25:33,DDoS,10.10.4.28,443
2026-06-16 12:26:29,Brute Force,10.10.6.24,443
2026-06-16 12:26:31,Brute Force,10.10.3.34,80
2026-06-16 12:27:39,Credential Stuffing,10.10.2.30,80
2026-06-16 12:29:15,DDoS,203.0.113.10,80
2026-06-16 12:29:43,Port Scan,10.10.3.25,443
2026-06-16 12:29:48,Brute Force,192.0.2.44,443
2026-06-16 12:29:50,Brute Force,198.51.100.23,22
2026-06-16 12:30:07,SQL Injection,10.10.1.12,80
2026-06-16 12:31:35,DDoS,10.10.4.16,3306
2026-06-16 12:34:30,Brute Force,192.0.2.44,443
2026-06-16 12:35:59,SQL Injection,198.51.100.23,80
2026-06-16 12:36:40,Port Scan,203.0.113.77,443
2026-06-16 12:36:48,SQL Injection,198.51.100.23,21
2026-06-16 12:38:15,DDoS,10.10.4.18,25
2026-06-16 12:39:31,SQL Injection,10.10.5.28,443
2026-06-16 12:42:07,DDoS,203.0.113.10,443
2026-06-16 12:42:14,Brute Force,10.10.4.22,443
2026-06-16 12:43:07,Port Scan,10.10.3.21,3306
2026-06-16 12:43:12,DDoS,203.0.113.10,22
2026-06-16 12:44:05,DDoS,10.10.4.33,3306
2026-06-16 12:44:35,Port Scan,10.10.7.13,80
2026-06-16 12:45:56,Port Scan,203.0.113.77,443
2026-06-16 12:45:57,Brute Force,192.0.2.44,3389
2026-06-16 12:46:51,Brute Force,192.0.2.44,443
2026-06-16 12:47:25,Port Scan,10.10.7.14,22
2026-06-16 12:48:07,Malware Upload,10.10.1.17,22
2026-06-16 12:48:30,Brute Force,10.10.3.33,443
2026-06-16 12:48:38,Brute Force,10.10.1.25,8080
2026-06-16 12:48:41,Port Scan,10.10.6.19,80
2026-06-16 12:48:50,DDoS,10.10.4.10,3306
2026-06-16 12:49:25,SQL Injection,192.0.2.44,80
2026-06-16 12:50:50,DDoS,10.10.5.14,22
2026-06-16 12:51:33,XSS,10.10.1.17,8080
2026-06-16 12:53:23,SQL Injection,198.51.100.23,80
2026-06-16 12:54:22,Brute Force,192.0.2.44,21
2026-06-16 12:55:02,Port Scan,10.10.4.28,5432
2026-06-16 12:55:43,Port Scan,10.10.1.21,443
2026-06-16 12:56:04,SQL Injection,10.10.6.12,3389
2026-06-16 12:58:47,DDoS,203.0.113.10,22
2026-06-16 13:00:01,Brute Force,10.10.2.21,3389
2026-06-16 13:00:24,DDoS,203.0.113.10,80
2026-06-16 13:01:06,SQL Injection,198.51.100.23,22
2026-06-16 13:01:07,DDoS,10.10.5.23,3389
2026-06-16 13:02:02,Brute Force,10.10.1.33,5432
2026-06-16 13:02:12,Brute Force,10.10.4.24,3306
2026-06-16 13:04:07,XSS,10.10.1.23,8080
2026-06-16 13:04:33,Brute Force,10.10.3.30,80
2026-06-16 13:05:35,XSS,10.10.4.30,443
2026-06-16 13:05:53,Port Scan,10.10.4.19,3306
2026-06-16 13:06:07,Malware Upload,10.10.7.21,80
2026-06-16 13:06:44,DDoS,203.0.113.10,443
2026-06-16 13:08:01,Credential Stuffing,10.10.2.25,22
2026-06-16 13:08:02,SQL Injection,10.10.6.15,22
2026-06-16 13:09:26,XSS,10.10.1.25,21
2026-06-16 13:09:40,DDoS,10.10.1.19,21
2026-06-16 13:10:16,SQL Injection,198.51.100.23,3389
2026-06-16 13:10:18,Port Scan,203.0.113.77,80
2026-06-16 13:10:23,SQL Injection,10.10.3.27,80
2026-06-16 13:10:46,SQL Injection,198.51.100.23,80
2026-06-16 13:12:35,DDoS,10.10.4.15,443
2026-06-16 13:13:19,DDoS,10.10.2.24,443
2026-06-16 13:15:01,SQL Injection,10.10.6.31,21
2026-06-16 13:15:10,Credential Stuffing,10.10.4.14,80
2026-06-16 13:15:38,Malware Upload,10.10.2.10,8080
2026-06-16 13:15:53,Brute Force,10.10.7.31,80
2026-06-16 13:16:07,DDoS,10.10.4.18,5432
2026-06-16 13:17:09,DDoS,10.10.1.16,80
2026-06-16 13:17:47,Malware Upload,10.10.1.24,80
2026-06-16 13:18:08,XSS,10.10.2.29,3306
2026-06-16 13:18:14,SQL Injection,10.10.3.22,443
2026-06-16 13:18:40,DDoS,203.0.113.10,8080
2026-06-16 13:19:53,Brute Force,10.10.4.13,80
2026-06-16 13:23:17,SQL Injection,10.10.5.24,443
2026-06-16 13:24:02,Port Scan,203.0.113.77,22
2026-06-16 13:24:16,DDoS,10.10.7.34,80
2026-06-16 13:24:24,Port Scan,10.10.4.34,443
2026-06-16 13:24:28,DDoS,203.0.113.10,443
2026-06-16 13:25:45,SQL Injection,10.10.4.17,443
2026-06-16 13:26:41,Port Scan,10.10.7.19,3389
2026-06-16 13:27:51,Credential Stuffing,10.10.5.16,8080
2026-06-16 13:28:59,Brute Force,10.10.5.24,443
2026-06-16 13:29:07,SQL Injection,198.51.100.23,8080
2026-06-16 13:30:09,Directory Traversal,10.10.6.29,3306
2026-06-16 13:31:00,SQL Injection,198.51.100.23,22
2026-06-16 13:31:33,DDoS,10.10.7.29,443
2026-06-16 13:31:40,SQL Injection,10.10.1.13,22
2026-06-16 13:31:50,DDoS,10.10.6.16,80
2026-06-16 13:32:04,Credential Stuffing,10.10.3.17,443
2026-06-16 13:32:15,Brute Force,192.0.2.44,443
2026-06-16 13:33:12,DDoS,10.10.3.19,3306
2026-06-16 13:33:23,Brute Force,10.10.6.28,22
2026-06-16 13:34:08,Port Scan,203.0.113.77,3389
2026-06-16 13:34:53,Brute Force,192.0.2.44,3306
2026-06-16 13:35:52,SQL Injection,198.51.100.23,80
2026-06-16 13:36:08,XSS,10.10.6.31,3306
2026-06-16 13:36:18,Brute Force,10.10.1.31,80
2026-06-16 13:38:33,DDoS,10.10.2.26,443
2026-06-16 13:39:13,Brute Force,192.0.2.44,22
2026-06-16 13:40:07,SQL Injection,10.10.2.17,80
2026-06-16 13:40:55,Port Scan,10.10.5.13,3389
2026-06-16 13:41:39,DDoS,10.10.3.27,443
2026-06-16 13:41:58,DDoS,10.10.4.12,8080
2026-06-16 13:43:12,DDoS,10.10.3.15,3306
2026-06-16 13:44:31,Brute Force,10.10.6.28,8080
2026-06-16 13:45:42,Port Scan,203.0.113.77,22
2026-06-16 13:45:43,DDoS,203.0.113.10,443
2026-06-16 13:47:02,Port Scan,203.0.113.77,443
2026-06-16 13:47:02,SQL Injection,198.51.100.23,80
2026-06-16 13:47:03,XSS,10.10.5.33,443
2026-06-16 13:48:02,Brute Force,10.10.1.16,80
2026-06-16 13:48:14,Port Scan,10.10.6.28,3389
2026-06-16 13:48:44,Brute Force,10.10.4.15,80
2026-06-16 13:50:24,SQL Injection,10.10.6.24,443
2026-06-16 13:51:17,SQL Injection,198.51.100.23,443
2026-06-16 13:51:36,SQL Injection,10.10.5.14,443
2026-06-16 13:52:45,Brute Force,10.10.4.30,3306
2026-06-16 13:52:58,Brute Force,10.10.1.22,3306
2026-06-16 13:53:58,Brute Force,10.10.1.24,443
2026-06-16 13:55:44,Port Scan,10.10.5.17,3389
2026-06-16 13:56:22,XSS,10.10.6.29,443
2026-06-16 13:56:35,SQL Injection,198.51.100.23,80
2026-06-16 13:57:19,Brute Force,192.0.2.44,443
2026-06-16 13:57:40,Brute Force,192.0.2.44,3306
2026-06-16 13:57:41,Brute Force,192.0.2.44,22
2026-06-16 13:59:02,Port Scan,10.10.1.19,3306
2026-06-16 13:59:07,Brute Force,10.10.1.34,443
2026-06-16 13:59:22,SQL Injection,10.10.1.29,443
2026-06-16 13:59:55,SQL Injection,10.10.7.29,443
2026-06-16 13:59:55,Port Scan,203.0.113.77,8080
2026-06-16 14:00:16,Brute Force,192.0.2.44,443
2026-06-16 14:01:05,SQL Injection,10.10.2.16,8080
2026-06-16 14:01:11,Malware Upload,10.10.5.24,8080
2026-06-16 14:01:25,Port Scan,10.10.3.13,80
2026-06-16 14:01:35,SQL Injection,10.10.5.32,8080
2026-06-16 14:03:55,SQL Injection,10.10.7.27,80
2026-06-16 14:04:53,DDoS,10.10.4.24,80
2026-06-16 14:06:40,SQL Injection,198.51.100.23,443
2026-06-16 14:07:02,DDoS,10.10.3.20,443
2026-06-16 14:09:35,Brute Force,10.10.3.13,80
2026-06-16 14:09:38,Port Scan,10.10.3.30,443
2026-06-16 14:10:04,DDoS,203.0.113.10,443
2026-06-16 14:10:20,SQL Injection,10.10.1.33,80
2026-06-16 14:11:04,SQL Injection,10.10.2.18,22
2026-06-16 14:11:19,DDoS,198.51.100.23,80
2026-06-16 14:11:21,Brute Force,192.0.2.44,3306
2026-06-16 14:12:22,SQL Injection,198.51.100.23,443
2026-06-16 14:12:23,Port Scan,10.10.1.24,443
2026-06-16 14:12:49,DDoS,10.10.7.15,443
2026-06-16 14:12:58,DDoS,203.0.113.10,22
2026-06-16 14:13:33,SQL Injection,10.10.7.15,443
2026-06-16 14:13:50,Port Scan,203.0.113.77,3389
2026-06-16 14:14:30,Brute Force,10.10.3.32,80
2026-06-16 14:15:24,Port Scan,10.10.4.26,443
2026-06-16 14:15:41,XSS,10.10.1.19,22
2026-06-16 14:15:51,Port Scan,10.10.5.15,443
2026-06-16 14:17:54,SQL Injection,198.51.100.23,21
2026-06-16 14:17:55,SQL Injection,198.51.100.23,80
2026-06-16 14:18:05,Brute Force,10.10.1.14,80
2026-06-16 14:18:38,Brute Force,192.0.2.44,22
2026-06-16 14:19:17,Malware Upload,10.10.6.23,8080
2026-06-16 14:19:24,Credential Stuffing,198.51.100.23,22
2026-06-16 14:19:40,DDoS,203.0.113.10,80
2026-06-16 14:19:47,Port Scan,203.0.113.77,5432
2026-06-16 14:19:51,Directory Traversal,10.10.5.13,3306
2026-06-16 14:19:55,Brute Force,192.0.2.44,443
2026-06-16 14:22:03,Port Scan,203.0.113.77,8080
2026-06-16 14:22:07,Brute Force,10.10.1.34,8080
2026-06-16 14:22:20,Brute Force,192.0.2.44,3306
2026-06-16 14:22:24,XSS,10.10.3.25,80
2026-06-16 14:22:54,Port Scan,10.10.4.10,443
2026-06-16 14:23:34,Port Scan,10.10.5.25,25
2026-06-16 14:23:35,Credential Stuffing,10.10.1.25,3389
2026-06-16 14:23:36,Malware Upload,10.10.7.22,443
2026-06-16 14:24:30,Credential Stuffing,10.10.3.16,80
2026-06-16 14:24:32,XSS,10.10.4.18,8080
2026-06-16 14:25:05,Port Scan,203.0.113.77,3306
2026-06-16 14:25:51,Port Scan,10.10.6.18,443
2026-06-16 14:25:56,SQL Injection,10.10.1.22,443
2026-06-16 14:27:44,DDoS,10.10.7.26,3306
2026-06-16 14:28:10,DDoS,203.0.113.10,22
2026-06-16 14:28:17,Port Scan,10.10.2.11,8080
2026-06-16 14:28:45,SQL Injection,10.10.1.29,8080
2026-06-16 14:29:03,Port Scan,10.10.7.23,8080
2026-06-16 14:29:37,Port Scan,10.10.7.17,443
2026-06-16 14:29:53,XSS,10.10.6.24,443
2026-06-16 14:30:13,Brute Force,192.0.2.44,80
2026-06-16 14:30:15,Brute Force,10.10.4.16,22
2026-06-16 14:30:20,Port Scan,203.0.113.77,3306
2026-06-16 14:30:51,Brute Force,10.10.2.18,443
2026-06-16 14:31:49,XSS,10.10.3.33,443
2026-06-16 14:32:24,Malware Upload,10.10.6.25,8080
2026-06-16 14:34:01,Brute Force,10.10.1.18,3306
2026-06-16 14:35:17,DDoS,10.10.6.24,443
2026-06-16 14:35:20,Brute Force,10.10.4.16,3389
2026-06-16 14:36:59,Malware Upload,10.10.5.15,25
2026-06-16 14:37:03,Port Scan,10.10.6.25,443
2026-06-16 14:37:11,XSS,10.10.6.12,443
2026-06-16 14:38:22,DDoS,10.10.2.30,443
2026-06-16 14:38:47,Port Scan,10.10.3.30,80
2026-06-16 14:39:24,Brute Force,10.10.5.34,3389
2026-06-16 14:39:36,Port Scan,203.0.113.77,80
2026-06-16 14:40:23,Brute Force,192.0.2.44,3389
2026-06-16 14:40:48,Brute Force,198.51.100.23,443
2026-06-16 14:41:06,SQL Injection,198.51.100.23,3306
2026-06-16 14:41:17,Brute Force,198.51.100.23,22
2026-06-16 14:42:06,Port Scan,10.10.5.26,443
2026-06-16 14:42:55,Port Scan,203.0.113.77,22
2026-06-16 14:43:01,Brute Force,192.0.2.44,8080
2026-06-16 14:43:52,Brute Force,10.10.2.32,80
2026-06-16 14:44:14,Brute Force,10.10.7.10,3306
2026-06-16 14:44:50,DDoS,203.0.113.10,3306
2026-06-16 14:45:34,SQL Injection,192.0.2.44,80
2026-06-16 14:45:56,Brute Force,10.10.7.12,22
2026-06-16 14:46:14,DDoS,10.10.7.25,443
2026-06-16 14:46:31,DDoS,203.0.113.10,22
2026-06-16 14:46:34,Malware Upload,10.10.5.20,22
2026-06-16 14:48:02,Port Scan,203.0.113.77,80
2026-06-16 14:49:23,SQL Injection,10.10.3.25,80
2026-06-16 14:49:26,DDoS,10.10.5.23,3389
2026-06-16 14:49:37,Credential Stuffing,10.10.7.28,443
2026-06-16 14:49:41,SQL Injection,10.10.4.23,3306
2026-06-16 14:49:42,SQL Injection,10.10.4.29,3389
2026-06-16 14:49:58,XSS,10.10.6.21,443
2026-06-16 14:51:13,XSS,10.10.1.29,8080
2026-06-16 14:51:17,Directory Traversal,10.10.7.29,3306
2026-06-16 14:51:20,SQL Injection,198.51.100.23,443
2026-06-16 14:52:10,Brute Force,192.0.2.44,443
2026-06-16 14:52:33,Port Scan,203.0.113.77,8080
2026-06-16 14:52:52,SQL Injection,198.51.100.23,443
2026-06-16 14:53:00,SQL Injection,198.51.100.23,443
2026-06-16 14:53:52,DDoS,10.10.7.29,21
2026-06-16 14:56:44,XSS,10.10.3.20,443
2026-06-16 14:56:52,Brute Force,10.10.3.24,8080
2026-06-16 14:57:03,DDoS,203.0.113.10,80
2026-06-16 14:57:18,Port Scan,203.0.113.77,443
2026-06-16 14:57:46,DDoS,10.10.5.10,80
2026-06-16 14:57:46,Brute Force,10.10.3.23,5432
2026-06-16 14:58:14,DDoS,10.10.6.33,25
2026-06-16 14:58:23,SQL Injection,198.51.100.23,8080
2026-06-16 14:58:28,Port Scan,10.10.6.23,3306
2026-06-16 14:58:33,Brute Force,192.0.2.44,3389
2026-06-16 15:00:54,SQL Injection,10.10.5.16,22
2026-06-16 15:01:05,SQL Injection,10.10.4.28,443
2026-06-16 15:01:14,DDoS,10.10.6.24,22
2026-06-16 15:02:49,Brute Force,192.0.2.44,22
2026-06-16 15:04:15,Brute Force,192.0.2.44,80
2026-06-16 15:04:40,Port Scan,203.0.113.77,25
2026-06-16 15:05:23,Brute Force,192.0.2.44,8080
2026-06-16 15:05:57,Port Scan,10.10.3.10,443
2026-06-16 15:08:01,Brute Force,192.0.2.44,443
2026-06-16 15:08:34,DDoS,198.51.100.23,3306
2026-06-16 15:08:57,Brute Force,192.0.2.44,22
2026-06-16 15:10:22,Port Scan,203.0.113.77,8080
2026-06-16 15:10:25,XSS,10.10.7.21,443
2026-06-16 15:10:34,DDoS,203.0.113.10,3306
2026-06-16 15:11:19,Malware Upload,10.10.1.30,8080
2026-06-16 15:12:01,DDoS,10.10.3.22,80
2026-06-16 15:12:30,XSS,10.10.1.34,80
2026-06-16 15:13:20,DDoS,10.10.6.32,8080
2026-06-16 15:13:59,DDoS,10.10.7.18,80
2026-06-16 15:14:20,Brute Force,192.0.2.44,22
2026-06-16 15:14:45,XSS,10.10.5.27,3389
2026-06-16 15:15:29,SQL Injection,198.51.100.23,8080
2026-06-16 15:15:52,XSS,10.10.6.13,3389
2026-06-16 15:15:55,Directory Traversal,10.10.5.26,443
2026-06-16 15:15:57,DDoS,203.0.113.77,443
2026-06-16 15:15:59,Port Scan,203.0.113.77,22
2026-06-16 15:16:13,SQL Injection,198.51.100.23,80
2026-06-16 15:16:32,DDoS,203.0.113.10,80
2026-06-16 15:16:34,XSS,10.10.4.11,25
2026-06-16 15:17:18,Brute Force,10.10.4.20,443
2026-06-16 15:17:26,DDoS,203.0.113.10,3306
2026-06-16 15:17:48,DDoS,10.10.2.11,80
2026-06-16 15:17:52,Malware Upload,10.10.2.20,21
2026-06-16 15:18:16,DDoS,10.10.5.12,22
2026-06-16 15:18:28,Port Scan,203.0.113.77,22
2026-06-16 15:19:02,DDoS,10.10.5.34,5432
2026-06-16 15:20:07,Brute Force,192.0.2.44,443
2026-06-16 15:20:36,Malware Upload,10.10.4.28,22
2026-06-16 15:20:42,Brute Force,10.10.6.15,80
2026-06-16 15:20:56,DDoS,10.10.3.19,443
2026-06-16 15:21:12,Port Scan,10.10.6.33,8080
2026-06-16 15:21:40,DDoS,10.10.2.13,80
2026-06-16 15:21:43,DDoS,203.0.113.10,443
2026-06-16 15:22:48,Directory Traversal,10.10.7.15,3306
2026-06-16 15:23:18,Brute Force,10.10.7.20,443
2026-06-16 15:23:18,SQL Injection,10.10.3.13,80
2026-06-16 15:23:24,Directory Traversal,10.10.3.11,443
2026-06-16 15:23:39,SQL Injection,10.10.1.34,443
2026-06-16 15:23:55,DDoS,10.10.1.28,80
2026-06-16 15:24:21,Brute Force,192.0.2.44,8080
2026-06-16 15:24:44,Brute Force,10.10.4.27,80
2026-06-16 15:24:52,Port Scan,10.10.1.22,80
2026-06-16 15:25:29,Port Scan,10.10.2.33,8080
2026-06-16 15:25:33,DDoS,10.10.4.32,443
2026-06-16 15:25:36,Port Scan,10.10.6.29,443
2026-06-16 15:25:58,SQL Injection,198.51.100.23,80
2026-06-16 15:26:19,Malware Upload,10.10.4.14,8080
2026-06-16 15:27:03,Port Scan,203.0.113.10,25
2026-06-16 15:27:52,XSS,10.10.6.33,3306
2026-06-16 15:29:07,SQL Injection,10.10.2.26,443
2026-06-16 15:30:10,SQL Injection,198.51.100.23,3389
2026-06-16 15:31:16,XSS,10.10.4.10,443
2026-06-16 15:31:57,DDoS,10.10.4.26,80
2026-06-16 15:32:49,DDoS,203.0.113.10,22
2026-06-16 15:33:16,DDoS,203.0.113.10,443
2026-06-16 15:33:46,Brute Force,192.0.2.44,8080
2026-06-16 15:34:05,SQL Injection,10.10.7.21,3306
2026-06-16 15:34:47,SQL Injection,10.10.3.18,443
2026-06-16 15:34:53,SQL Injection,198.51.100.23,3389
2026-06-16 15:35:44,Port Scan,203.0.113.77,3306
2026-06-16 15:35:45,SQL Injection,198.51.100.23,80
2026-06-16 15:36:26,Brute Force,203.0.113.10,443
2026-06-16 15:36:40,DDoS,10.10.6.30,80
2026-06-16 15:36:50,DDoS,10.10.6.33,80
2026-06-16 15:38:27,Malware Upload,10.10.3.16,443
2026-06-16 15:38:39,DDoS,10.10.4.23,3389
2026-06-16 15:38:49,SQL Injection,198.51.100.23,443
2026-06-16 15:39:52,DDoS,203.0.113.10,3306
2026-06-16 15:40:13,SQL Injection,10.10.4.12,80
2026-06-16 15:40:19,Brute Force,10.10.1.26,443
